Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Support Item Description,Unit,Price Controlled,Quote Required,"NT 
SA 
TAS 
WA
(MM 1-5)","ACT
NSW
QLD
VIC
(MM 1-5)","National
Non-Remote
(MM 1-5)","National Remote

(MM 6)","National Very Remote
(MM 7)",Travel,Cancellations,NDIA Reporting,Non-F2F
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_303_0104_1_1_T,Assistance With Self-Care Activities - Level 1 - Sunday - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible. Support delivered by a TTP provider.",H,Y,N,,,$101.61,$142.25,$152.42,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_304_0104_1_1,Assistance With Self-Care Activities - Level 1 - Public Holiday,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible.",H,Y,N,,,$118.34,$165.68,$177.51,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_304_0104_1_1_T,Assistance With Self-Care Activities - Level 1 - Public Holiday - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible. Support delivered by a TTP provider.",H,Y,N,,,$127.21,$178.09,$190.82,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_305_0104_1_1,Assistance With Self-Care Activities - Level 1 - Active Overnight,"Assistance with, or supervision of, personal tasks of daily living where overnight support is needed and the care giver will not have the option to sleep.",H,Y,N,,,$59.40,$83.16,$89.10,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_305_0104_1_1_T,Assistance With Self-Care Activities - Level 1 - Active Overnight - TTP,"Assistance with, or supervision of, personal tasks of daily living where overnight support is needed and the care giver will not have the option to sleep. Support delivered by a TTP provider.",H,Y,N,,,$63.85,$89.39,$95.78,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_400_0104_1_1,Assistance With Self-Care Activities - Level 2 - Weekday Daytime,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$57.15,$80.01,$85.73,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_400_0104_1_1_T,Assistance With Self-Care Activities - Level 2 - Weekday Daytime - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$61.11,$85.55,$91.67,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_401_0104_1_1,Assistance With Self-Care Activities - Level 2 - Evening,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$63.06,$88.28,$94.59,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_401_0104_1_1_T,Assistance With Self-Care Activities - Level 2 - Evening - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$67.44,$94.42,$101.16,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_402_0104_1_1,Assistance With Self-Care Activities - Level 2 - Saturday,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$78.63,$110.08,$117.95,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_402_0104_1_1_T,Assistance With Self-Care Activities - Level 2 - Saturday - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$84.08,$117.71,$126.12,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_403_0104_1_1,Assistance With Self-Care Activities - Level 2 - Sunday,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$102.23,$143.12,$153.35,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_403_0104_1_1_T,Assistance With Self-Care Activities - Level 2 - Sunday - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$109.32,$153.05,$163.98,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_404_0104_1_1,Assistance With Self-Care Activities - Level 2 - Public Holiday,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$127.97,$179.16,$191.96,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_404_0104_1_1_T,Assistance With Self-Care Activities - Level 2 - Public Holiday - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$136.84,$191.58,$205.26,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_405_0104_1_1,Assistance With Self-Care Activities - Level 2 - Active Overnight,"Assistance with, or supervision of, personal tasks of daily living where overnight support is needed and the care giver will not have the option to sleep in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$64.24,$89.94,$96.36,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_405_0104_1_1_T,Assistance With Self-Care Activities - Level 2 - Active Overnight - TTP,"Assistance with, or supervision of, personal tasks of daily living where overnight support is needed and the care giver will not have the option to sleep in circumstances where the support delivered is high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$68.69,$96.17,$103.04,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_500_0104_1_1,Assistance With Self-Care Activities - Level 3 - Weekday Daytime,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$60.04,$84.06,$90.06,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_500_0104_1_1_T,Assistance With Self-Care Activities - Level 3 - Weekday Daytime - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$64.00,$89.60,$96.00,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_501_0104_1_1,Assistance With Self-Care Activities - Level 3 - Evening,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is very high intensity and a more skilled or experienced support worker is required.",H,Y,N,,,$66.23,$92.72,$99.35,Y,Y,N,Y
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),1,Assistance with daily life (includes Supported Independent Living),01_501_0104_1_1_T,Assistance With Self-Care Activities - Level 3 - Evening - TTP,"Assisting with, and/or supervising, personal tasks of daily life to develop skills of the participant to live as autonomously as possible in circumstances where the support delivered is very high intensity and a more skilled or experienced support worker is required. Support delivered by a TTP provider.",H,Y,N,,,$70.61,$98.85,$105.92,Y,Y,N,Y
